drug1_name,drug2_name,smiles1,smiles2,interaction_type,severity
Ethinylestradiol,Liotrix,CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(C(=O)[O-])N)I)I)O.C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(C(=O)[O-])N.[Na+].[Na+],The therapeutic efficacy of Liotrix can be decreased when used in combination wi,mild
Amobarbital,Isoxsuprine,CCC1(C(=O)NC(=O)NC1=O)CCC(C)C,CC(COC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O,Amobarbital may increase the hypotensive activities of Isoxsuprine.,dangerous
Seratrodast,Bimatoprost,CC1=C(C(=O)C(=C(C1=O)C)C(CCCCCC(=O)O)C2=CC=CC=C2)C,CCNC(=O)CCCC=CCC1C(CC(C1C=CC(CCC2=CC=CC=C2)O)O)O,The therapeutic efficacy of Bimatoprost can be decreased when used in combinatio,mild
Salicylamide,Folic acid,C1=CC=C(C(=C1)C(=O)N)O,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N,The therapeutic efficacy of Folic acid can be decreased when used in combination,mild
Edoxaban,Nisoldipine,CN1CCC2=C(C1)SC(=N2)C(=O)NC3CC(CCC3NC(=O)C(=O)NC4=NC=C(C=C4)Cl)C(=O)N(C)C,CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,The serum concentration of Nisoldipine can be increased when it is combined with,dangerous
Rocuronium,Metrizamide,CC(=O)OC1C(CC2C1(CCC3C2CCC4C3(CC(C(C4)O)N5CCOCC5)C)C)[N+]6(CCCC6)CC=C,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)NC2C(C(C(OC2O)CO)O)O)I)N(C)C(=O)C)I,Rocuronium may increase the respiratory depressant activities of Metrizamide.,dangerous
Roxithromycin,Diltiazem,CCC1C(C(C(C(=NOCOCCOC)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,CC(=O)OC1C(SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC,The metabolism of Diltiazem can be decreased when combined with Roxithromycin.,moderate
Estrone,Omeprazole,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,The metabolism of Omeprazole can be decreased when combined with Estrone.,moderate
Carbamazepine,Norethisterone,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,CC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,The metabolism of Norethisterone can be increased when combined with Carbamazepi,dangerous
Terbinafine,Cobicistat,CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(CCN2CCOCC2)C(=O)NC(CCC(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)CC5=CC=CC=C5,The metabolism of Cobicistat can be decreased when combined with Terbinafine.,moderate
Equilin,Ketoconazole,CC12CCC3C(=CCC4=C3C=CC(=C4)O)C1CCC2=O,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,The serum concentration of Ketoconazole can be increased when it is combined wit,dangerous
Vorinostat,Gliquidone,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,CC1(C2=C(C=C(C=C2)OC)C(=O)N(C1=O)CCC3=CC=C(C=C3)S(=O)(=O)NC(=O)NC4CCCCC4)C,The therapeutic efficacy of Gliquidone can be decreased when used in combination,mild
Tizanidine,Nortriptyline,C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,Tizanidine may decrease the antihypertensive activities of Nortriptyline.,mild
Cyclophosphamide,Methotrimeprazine,C1CNP(=O)(OC1)N(CCCl)CCCl,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)OC)CN(C)C,The metabolism of Methotrimeprazine can be decreased when combined with Cyclopho,moderate
Dienogest,Repaglinide,CC12CCC3=C4CCC(=O)C=C4CCC3C1CCC2(CC#N)O,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,The therapeutic efficacy of Repaglinide can be decreased when used in combinatio,mild
Dexchlorpheniramine maleate,Betaxolol,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=CC(=O)O)C(=O)O,CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O,The metabolism of Betaxolol can be decreased when combined with Dexchlorpheniram,moderate
Chlorothiazide,Dapagliflozin,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)C3C(C(C(C(O3)CO)O)O)O)Cl,The risk or severity of adverse effects can be increased when Chlorothiazide is ,dangerous
Remoxipride,Tranylcypromine,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2OC)Br)OC,C1C(C1N)C2=CC=CC=C2,The metabolism of Tranylcypromine can be decreased when combined with Remoxiprid,moderate
Bevantolol,Lumiracoxib,CC1=CC(=CC=C1)OCC(CNCCC2=CC(=C(C=C2)OC)OC)O,CC1=CC(=C(C=C1)NC2=C(C=CC=C2Cl)F)CC(=O)O,Bevantolol may decrease the antihypertensive activities of Lumiracoxib.,mild
Flurazepam,Isoflurane,CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F,C(C(F)(F)F)(OC(F)F)Cl,The risk or severity of adverse effects can be increased when Flurazepam is comb,dangerous
Reboxetine,Voriconazole,CCOC1=CC=CC=C1OC(C2CNCCO2)C3=CC=CC=C3,CC(C1=NC=NC=C1F)C(CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O,The metabolism of Voriconazole can be decreased when combined with Reboxetine.,moderate
Bevantolol,Diclofenac,CC1=CC(=CC=C1)OCC(CNCCC2=CC(=C(C=C2)OC)OC)O,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,Bevantolol may decrease the antihypertensive activities of Diclofenac.,mild
Enzalutamide,Triazolam,CC1(C(=O)N(C(=S)N1C2=CC(=C(C=C2)C(=O)NC)F)C3=CC(=C(C=C3)C#N)C(F)(F)F)C,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl,The serum concentration of Triazolam can be decreased when it is combined with E,moderate
Oxprenolol,Arbutamine,CC(C)NCC(COC1=CC=CC=C1OCC=C)O,C1=CC(=CC=C1CCCCNCC(C2=CC(=C(C=C2)O)O)O)O,Oxprenolol may decrease the bronchodilatory activities of Arbutamine.,mild
Glyburide,Sorafenib,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,The metabolism of Sorafenib can be decreased when combined with Glyburide.,moderate
Trimipramine,Tolbutamide,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,The metabolism of Tolbutamide can be decreased when combined with Trimipramine.,moderate
Zopiclone,Clomipramine,CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl,The risk or severity of adverse effects can be increased when Zopiclone is combi,dangerous
Rolitetracycline,Picosulfuric acid,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)NCN5CCCC5)N(C)C)O,C1=CC=NC(=C1)C(C2=CC=C(C=C2)OS(=O)(=O)O)C3=CC=C(C=C3)OS(=O)(=O)O,The therapeutic efficacy of Picosulfuric acid can be decreased when used in comb,mild
Plicamycin,Clonixin,CC1C(C(CC(O1)OC2CC(OC(C2O)C)OC3=CC4=CC5=C(C(=O)C(C(C5)C(C(=O)C(C(C)O)O)OC)OC6CC(C(C(O6)C)O)OC7CC(C(C(O7)C)O)OC8CC(C(C(O8)C)O)(C)O)C(=C4C(=C3C)O)O)O)O,CC1=C(C=CC=C1Cl)NC2=C(C=CC=N2)C(=O)O,Plicamycin may decrease the excretion rate of Clonixin which could result in a h,moderate
Bepridil,Fluvoxamine,CC(C)COCC(CN(CC1=CC=CC=C1)C2=CC=CC=C2)N3CCCC3,COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F,The metabolism of Fluvoxamine can be decreased when combined with Bepridil.,moderate
Quetiapine,Voglibose,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,C1C(C(C(C(C1(CO)O)O)O)O)NC(CO)CO,The therapeutic efficacy of Voglibose can be decreased when used in combination ,mild
Cabazitaxel,Efavirenz,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)OC)C)OC,C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,The metabolism of Efavirenz can be decreased when combined with Cabazitaxel.,moderate
Calcium citrate,Hydroflumethiazide,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Ca+2].[Ca+2].[Ca+2],C1NC2=C(C=C(C(=C2)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N1,Calcium citrate may decrease the excretion rate of Hydroflumethiazide which coul,moderate
Tipiracil,Cyproterone acetate,C1CC(=N)N(C1)CC2=C(C(=O)NC(=O)N2)Cl,CC(=O)C1(CCC2C1(CCC3C2C=C(C4=CC(=O)C5CC5C34C)Cl)C)OC(=O)C,The therapeutic efficacy of Cyproterone acetate can be decreased when used in co,mild
Rosiglitazone,Ibudilast,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3,CC(C)C1=NN2C=CC=CC2=C1C(=O)C(C)C,Rosiglitazone may increase the anticoagulant activities of Ibudilast.,dangerous
Nateglinide,Imipramine,CC(C)C1CCC(CC1)C(=O)NC(CC2=CC=CC=C2)C(=O)O,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,The metabolism of Imipramine can be decreased when combined with Nateglinide.,moderate
Carvedilol,Atazanavir,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,CC(C)(C)C(C(=O)NC(CC1=CC=CC=C1)C(CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC,The metabolism of Atazanavir can be decreased when combined with Carvedilol.,moderate
Nicardipine,Melatonin,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,Nicardipine may decrease the antihypertensive activities of Melatonin.,mild
Pirlindole,Mecamylamine,CC1=CC2=C(C=C1)N3CCNC4C3=C2CCC4,CC1(C2CCC(C2)C1(C)NC)C,Pirlindole may increase the hypotensive activities of Mecamylamine.,dangerous
Bupropion,Azithromycin,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C,CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,The metabolism of Azithromycin can be decreased when combined with Bupropion.,moderate
Bromazepam,Imatinib,C1C(=O)NC2=C(C=C(C=C2)Br)C(=N1)C3=CC=CC=N3,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,The metabolism of Imatinib can be decreased when combined with Bromazepam.,moderate
Apomorphine,Sacubitril,CN1CCC2=C3C1CC4=C(C3=CC=C2)C(=C(C=C4)O)O,CCOC(=O)C(C)CC(CC1=CC=C(C=C1)C2=CC=CC=C2)NC(=O)CCC(=O)O,The risk or severity of adverse effects can be increased when Apomorphine is com,dangerous
Chlorthalidone,Glimepiride,C1=CC=C2C(=C1)C(=O)NC2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,The therapeutic efficacy of Glimepiride can be decreased when used in combinatio,mild
Metamfetamine,Mepyramine,CC(CC1=CC=CC=C1)NC,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2,Metamfetamine may decrease the sedative activities of Mepyramine.,mild
Halcinonide,Calcitriol,CC1(OC2CC3C4CCC5=CC(=O)CCC5(C4(C(CC3(C2(O1)C(=O)CCl)C)O)F)C)C,CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C,The therapeutic efficacy of Calcitriol can be decreased when used in combination,mild
Thiamylal,Tretinoin,CCCC(C)C1(C(=O)NC(=S)NC1=O)CC=C,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,Thiamylal may increase the hypotensive activities of Tretinoin.,dangerous
Isoflurophate,Umeclidinium,CC(C)OP(=O)(OC(C)C)F,C1C[N+]2(CCC1(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)CCOCC5=CC=CC=C5,The therapeutic efficacy of Umeclidinium can be decreased when used in combinati,mild
Pazopanib,Caspofungin,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N,CCC(C)CC(C)CCCCCCCCC(=O)NC1CC(C(NC(=O)C2C(CCN2C(=O)C(NC(=O)C(NC(=O)C3CC(CN3C(=O)C(NC1=O)C(C)O)O)C(C(C4=CC=C(C=C4)O)O)O)C(CCN)O)O)NCCN)O,The serum concentration of Caspofungin can be increased when it is combined with,dangerous
Practolol,Oxyphenbutazone,CC(C)NCC(COC1=CC=C(C=C1)NC(=O)C)O,CCCCC1C(=O)N(N(C1=O)C2=CC=C(C=C2)O)C3=CC=CC=C3,Practolol may decrease the antihypertensive activities of Oxyphenbutazone.,mild
Vinorelbine,Desipramine,CCC1=CC2CC(C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC,CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31,The metabolism of Desipramine can be decreased when combined with Vinorelbine.,moderate
Ruxolitinib,Ouabain,C1CCC(C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3,CC1C(C(C(C(O1)OC2CC(C3(C4C(CCC3(C2)O)C5(CCC(C5(CC4O)C)C6=CC(=O)OC6)O)CO)O)O)O)O,Ruxolitinib may decrease the cardiotoxic activities of Ouabain.,dangerous
Rupatadine,Ranolazine,CC1=CC(=CN=C1)CN2CCC(=C3C4=C(CCC5=C3N=CC=C5)C=C(C=C4)Cl)CC2,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O,The metabolism of Ranolazine can be decreased when combined with Rupatadine.,moderate
Theophylline,Adenosine,CN1C2=C(C(=O)N(C1=O)C)NC=N2,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N,The therapeutic efficacy of Adenosine can be decreased when used in combination ,mild
Alprenolol,Ketoprofen,CC(C)NCC(COC1=CC=CC=C1CC=C)O,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,Alprenolol may decrease the antihypertensive activities of Ketoprofen.,mild
Methylphenobarbital,Norgestimate,CCC1(C(=O)NC(=O)N(C1=O)C)C2=CC=CC=C2,CCC12CCC3C(C1CCC2(C#C)OC(=O)C)CCC4=CC(=NO)CCC34,The therapeutic efficacy of Norgestimate can be decreased when used in combinati,mild
Spironolactone,Leflunomide,CC(=O)SC1CC2=CC(=O)CCC2(C3C1C4CCC5(C4(CC3)C)CCC(=O)O5)C,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F,Spironolactone may decrease the antihypertensive activities of Leflunomide.,mild
Droxidopa,Alprenolol,C1=CC(=C(C=C1C(C(C(=O)O)N)O)O)O,CC(C)NCC(COC1=CC=CC=C1CC=C)O,Droxidopa may increase the atrioventricular blocking (AV block) activities of Al,dangerous
Desvenlafaxine,Ticlopidine,CN(C)CC(C1=CC=C(C=C1)O)C2(CCCCC2)O,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl,The metabolism of Ticlopidine can be decreased when combined with Desvenlafaxine,moderate
Tolfenamic acid,Chlorthalidone,CC1=C(C=CC=C1Cl)NC2=CC=CC=C2C(=O)O,C1=CC=C2C(=C1)C(=O)NC2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O,The therapeutic efficacy of Chlorthalidone can be decreased when used in combina,mild
Tolfenamic acid,Pefloxacin,CC1=C(C=CC=C1Cl)NC2=CC=CC=C2C(=O)O,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCN(CC3)C)F)C(=O)O,Tolfenamic acid may increase the neuroexcitatory activities of Pefloxacin.,dangerous
Labetalol,Mesalazine,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O,C1=CC(=C(C=C1N)C(=O)O)O,Labetalol may decrease the antihypertensive activities of Mesalazine.,mild
Glyburide,Pioglitazone,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,Glyburide may increase the hypoglycemic activities of Pioglitazone.,dangerous
Choline magnesium trisalicylate,Unoprostone,C[N+](C)(C)CCO.C1=CC=C(C(=C1)C(=O)O)[O-].C1=CC=C(C(=C1)C(=O)O)[O-].C1=CC=C(C(=C1)C(=O)O)[O-].[Mg+2],CCCCCCCC(=O)CCC1C(CC(C1CC=CCCCC(=O)O)O)O,The therapeutic efficacy of Unoprostone can be decreased when used in combinatio,mild
Sulfasalazine,Trichlormethiazide,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)NC(N2)C(Cl)Cl,The therapeutic efficacy of Trichlormethiazide can be decreased when used in com,mild
Carvedilol,Ivacaftor,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,CC(C)(C)C1=CC(=C(C=C1NC(=O)C2=CNC3=CC=CC=C3C2=O)O)C(C)(C)C,The serum concentration of Ivacaftor can be increased when it is combined with C,dangerous
Methadone,Acepromazine,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN(C)C,The risk or severity of adverse effects can be increased when Methadone is combi,dangerous
Losartan,Amyl Nitrite,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl,CC(C)CCON=O,The risk or severity of adverse effects can be increased when Losartan is combin,dangerous
Voxilaprevir,Isradipine,CCC1C2CN(C1C(=O)NC3(CC3C(F)F)C(=O)NS(=O)(=O)C4(CC4)C)C(=O)C(NC(=O)OC5CC5CCCCC(C6=NC7=C(C=C(C=C7)OC)N=C6O2)(F)F)C(C)(C)C,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC,The metabolism of Isradipine can be decreased when combined with Voxilaprevir.,moderate
Neratinib,Ticlopidine,CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)OCC4=CC=CC=N4)Cl)C#N)NC(=O)C=CCN(C)C,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl,The metabolism of Ticlopidine can be decreased when combined with Neratinib.,moderate
Pentobarbital,Apixaban,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC,COC1=CC=C(C=C1)N2C3=C(CCN(C3=O)C4=CC=C(C=C4)N5CCCCC5=O)C(=N2)C(=O)N,The serum concentration of Apixaban can be decreased when it is combined with Pe,moderate
Telaprevir,Norgestimate,CCCC(C(=O)C(=O)NC1CC1)NC(=O)C2C3CCCC3CN2C(=O)C(C(C)(C)C)NC(=O)C(C4CCCCC4)NC(=O)C5=NC=CN=C5,CCC12CCC3C(C1CCC2(C#C)OC(=O)C)CCC4=CC(=NO)CCC34,The serum concentration of Norgestimate can be decreased when it is combined wit,moderate
Pregabalin,Clorazepic acid,CC(C)CC(CC(=O)O)CN,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)C(=O)O,The therapeutic efficacy of Clorazepic acid can be decreased when used in combin,mild
Cariprazine,Ritonavir,CN(C)C(=O)NC1CCC(CC1)CCN2CCN(CC2)C3=C(C(=CC=C3)Cl)Cl,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,The metabolism of Ritonavir can be decreased when combined with Cariprazine.,moderate
Granisetron,Celecoxib,CN1C2CCCC1CC(C2)NC(=O)C3=NN(C4=CC=CC=C43)C,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,The metabolism of Celecoxib can be decreased when combined with Granisetron.,moderate
Nalbuphine,Butobarbital,C1CC(C1)CN2CCC34C5C(CCC3(C2CC6=C4C(=C(C=C6)O)O5)O)O,CCCCC1(C(=O)NC(=O)NC1=O)CC,The risk or severity of adverse effects can be increased when Nalbuphine is comb,dangerous
Levobunolol,Epirizole,CC(C)(C)NCC(COC1=CC=CC2=C1CCCC2=O)O,CC1=CC(=NC(=N1)N2C(=CC(=N2)C)OC)OC,Levobunolol may decrease the antihypertensive activities of Epirizole.,mild
Tolterodine,Methotrimeprazine,CC1=CC(=C(C=C1)O)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)OC)CN(C)C,The metabolism of Methotrimeprazine can be decreased when combined with Tolterod,moderate
Lofexidine,Alprenolol,CC(C1=NCCN1)OC2=C(C=CC=C2Cl)Cl,CC(C)NCC(COC1=CC=CC=C1CC=C)O,Lofexidine may increase the atrioventricular blocking (AV block) activities of A,dangerous
Valproic acid,Nabilone,CCCC(CCC)C(=O)O,CCCCCCC(C)(C)C1=CC(=C2C3CC(=O)CCC3C(OC2=C1)(C)C)O,Valproic acid may increase the central nervous system depressant (CNS depressant,dangerous
Testosterone,Floxuridine,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C,C1C(C(OC1N2C=C(C(=O)NC2=O)F)CO)O,The metabolism of Floxuridine can be decreased when combined with Testosterone.,moderate
Metipranolol,Aceclofenac,CC1=CC(=C(C(=C1OC(=O)C)C)C)OCC(CNC(C)C)O,C1=CC=C(C(=C1)CC(=O)OCC(=O)O)NC2=C(C=CC=C2Cl)Cl,Metipranolol may decrease the antihypertensive activities of Aceclofenac.,mild
Ranitidine,Methotrimeprazine,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)OC)CN(C)C,The metabolism of Methotrimeprazine can be decreased when combined with Ranitidi,moderate
Nevirapine,Cisapride,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4,COC1CN(CCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F,The metabolism of Cisapride can be increased when combined with Nevirapine.,dangerous
Simvastatin,Olanzapine,CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C,The serum concentration of Olanzapine can be increased when it is combined with ,dangerous
Remifentanil,Ondansetron,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,The risk or severity of adverse effects can be increased when Remifentanil is co,dangerous
Clobetasol propionate,Mefloquine,CCC(=O)OC1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)C)C(=O)CCl,C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O,The risk or severity of adverse effects can be increased when Clobetasol propion,dangerous
Glimepiride,Ticlopidine,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl,The metabolism of Ticlopidine can be decreased when combined with Glimepiride.,moderate
Dabrafenib,Fluconazole,CC(C)(C)C1=NC(=C(S1)C2=NC(=NC=C2)N)C3=C(C(=CC=C3)NS(=O)(=O)C4=C(C=CC=C4F)F)F,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,The metabolism of Fluconazole can be decreased when combined with Dabrafenib.,moderate
Pseudoephedrine,Olanzapine,CC(C(C1=CC=CC=C1)O)NC,CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C,Pseudoephedrine may decrease the stimulatory activities of Olanzapine.,mild
Risedronic acid,Framycetin,C1=CC(=CN=C1)CC(O)(P(=O)(O)O)P(=O)(O)O,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N,Risedronic acid may increase the hypocalcemic activities of Framycetin.,dangerous
Arotinolol,Acemetacin,CC(C)(C)NCC(CSC1=NC(=CS1)C2=CC=C(S2)C(=O)N)O,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)OCC(=O)O,Arotinolol may decrease the antihypertensive activities of Acemetacin.,mild
Difluprednate,Rivastigmine,CCCC(=O)OC1(CCC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C(=O)COC(=O)C,CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C,The risk or severity of adverse effects can be increased when Difluprednate is c,dangerous
